"id","address","balance","percent","mina","found","locked"
1,"B62qrAWZFqvgJbfU95t1owLAMKtsDTAGgSZzsBJYUzeQZ7dQNMmG5vw","66000.000000000","100.00",684.01045,"no","yes"
